queue,priority,language,subcategory,subject,text
SOFTWARE,HIGH,DE,Telemedicine,Dringend: Sicherheitslücke in Telemedicine 4.3.1 entdeckt,"Sehr geehrtes Support-Team, ich habe eine ernste Sicherheitslücke in unserer derzeit genutzten Software Telemedicine 4.3.1 entdeckt. Diese Schwachstelle könnte sensible Patientendaten gefähren, wodurch ihr Einsatz derzeit unsicher ist. Bitte senden Sie umgehend ein kritisches Sicherheitsupdate oder eine Anleitung zur Verbesserung der Sicherheitslage."
SOFTWARE,HIGH,EN,Lectora Inspire,[URGENT] Lectora Inspire Won't Open After Update,"Hello Support Team,
After the recent update, my Lectora Inspire won't open at all. I get an error message that says: 'Application Failed to Start'. I urgently need this software for my project deadlines this week. Any immediate assistance would be highly appreciated. Kindly advise on the next steps.
Thank you."
SOFTWARE,MEDIUM,DE,Disk Management,Probleme mit Disk Management und Anfrage auf Update,"Hallo Support-Team, 

Ich habe in unserer Firma die Software Disk Management im Einsatz und habe bemerkt, dass es gelegentlich zu Abstürzen kommt. Dafür würde ich gerne ein Update anfordern. Des Weiteren würde ich umausführliche Anleitung zu neue Funktionen bitten. Freundliche Grüße, Olsen IT GmbH

Kunden-Nr.: 12948755"
SOFTWARE,HIGH,EN,Apache Hadoop 3.2.1,Urgent! Unable to start Apache Hadoop 3.2.1,"Dear support, we urgently need your assistance. Apache Hadoop 3.2.1 is installed on our primary server and it is refusing to start. This issue is critical for our daily operations in data processing. Immediate help is needed to resolve this. Thanks."
SOFTWARE,MEDIUM,ES,TeamCity,Error con TeamCity al actualizar,"Hola equipo de soporte, he encontrado un error después de actualizar a la última versión de TeamCity. Las compilaciones ahora fallan con un mensaje de excepción. ¿Me podrían ayudar a solucionar este problema? Gracias de antemano. Saludos, Usuario123"
HARDWARE,MEDIUM,EN,Grafikkarte,Hardware Issue: Graphics Card Malfunction,"Hello Support Team,
I have been experiencing an issue with my graphics card. It's randomly shutting down during high-performance tasks. Could you provide any steps for troubleshooting or do I need to consider a replacement?
Thanks,
Matt"
SOFTWARE,LOW,ES,Oracle Enterprise Manager,Oracle Enterprise Manager – Actualización y consulta de factura,"Hola equipo de soporte, Espero que estén bien. Me gustaría saber si podría realizar una pequeña modificación en mi última factura, añadiendo 'Grupo BCN' como nombre de empresa. Adicionalmente, al usar Oracle Enterprise Manager, noté algunos pequeños errores y me pregunto si podría ser útil una próxima actualización. Aprecio su ayuda. Saludos, José Martín"
HARDWARE,MEDIUM,ES,4K-Webcam,Problema menore con webcam 4K,"Hola, mi nombre es Javier Rodríguez y estoy teniendo un pequeño problema con mi webcam 4K reciente, algunas funcionalidades no parecen estar respondiendo correctamente."
SOFTWARE,MEDIUM,EN,Blockchain Security,Blockchain Security - Bug Detected and Software Update Request,"Hello, I've noticed a bug in the Blockchain Security software. Could you also please update me to the latest version? Your urgent response would be appreciated. Thanks."

ACCOUNTING,HIGH,EN,Employee Inquiries::Accounting::Travel Expenses,URGENT: Discrepancies in Travel Expenses Report,"I have identified critical discrepancies in my recent travel expenses report for the Berlin trip. Some transactions seem to be duplicated, impacting my overall reimbursement. Given the tight deadline for reimbursements, I need immediate assistance to rectify the report. Thanks, John Doe, Employee ID: 45893"
SOFTWARE,HIGH,FR,PTC Creo,PTC Creo – Erreur critique – Plusieurs fonctions ne répondent pas,"Bonjour, J'ai un problème majeur avec PTC Creo : plusieurs fonctions ne répondent plus et provoquent des blocages système. J'ai besoin de cette plateforme pour un projet critique. Pouvez-vous m'aider de toute urgence à le résoudre ?"
SOFTWARE,LOW,EN,Nuendo 11,Inquiry about Invoice Change for Nuendo 11,"Hi Support Team, I hope this message finds you well. I’m using Nuendo 11 and I was wondering if you could help me change the company name on my next invoice to 'XYZ Productions'. This isn’t urgent, but it would be great if you could assist me at your earliest convenience. Your help is truly appreciated. Thanks in advance for your cooperation. Regards, Tony"
ACCOUNTING,LOW,DE,Customer Inquiries::Update Requests,Änderung der Firmenadresse auf meiner nächsten Rechnung,"Hallo Liebes Team, würden Sie bei meiner nächsten Rechnung den Firmennamen auf 'NeuTech GmbH' ändern? Es ist keine Eile geboten, ich bräuchte es für unsere internen Unterlagen. Nebenbei, alles läuft hervorragend mit der aktuellen Softwareversion. Vielleicht in Zukunft ein Update? Danke im Voraus."
SOFTWARE,HIGH,DE,RapidMiner,Dringend - RapidMiner nach Sicherheitsupdate unbenutzbar,"Sehr geehrtes Support-Team, nach dem gestrigen Sicherheitsupdate zeigt RapidMiner nur noch einen weißen Bildschirm und lässt sich nicht mehr bedienen. Unser gesamtes Data Science Team kann momentan nicht weiterarbeiten, was zu erheblichen Verzögerungen führt. Wir benötigen dringend Ihre Hilfe, um das Problem so schnell wie möglich zu beheben. Vielen Dank im Voraus!"
ACCOUNTING,MEDIUM,FR,Employee Inquiries::IT Support::Access Rights,Demande d'accès intranet,"Bonjour, je suis récemment enregistré. Actuellement, je n’ai pas accès à l'intranet de l'entreprise. Pouvez-vous, s'il vous plaît, vérifier et me donner les droits nécessaires pour y accéder? Merci d'avance pour votre aide."
SOFTWARE,LOW,EN,Arvixe,Suggestion for Future Upgrade on Arvixe Software,"Hi Team, I’ve been utilizing the Arvixe software recently and perhaps it might benefit from an update. It's functioning well, but a minor enhancement could make a difference! Just a thought to improve the user experience. Looking forward to your considerations."
SOFTWARE,HIGH,FR,Penetration Testing,Urgent: Logiciel de penetration testing ne fonctionne pas,"Bonjour, mon logiciel de penetration testing ne démarre plus après une mise à jour critique. J'ai tenté de réinstaller, mais sans succès. C'est essentiel pour mon travail. Merci de m'aider au plus vite pour résoudre ce problème. Numéro client: PT-998877."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Accounting::Supplier Invoices,Invoice Inquiry: Server Setup Project,We need an updated invoice for the server setup project completed last month. Kindly review and send it to our accounting team as soon as possible.
SOFTWARE,MEDIUM,ES,AML Compliance,Actualización necesaria para AML Compliance,"Estimado equipo de soporte, recientemente he notado que mi software de AML Compliance tiene un error menor que ralentiza el sistema. Espero que con una actualización a la nueva versión el problema se solucione. Por favor, díganme cómo proceder para realizar dicha actualización a la última versión disponible. Agradezco su pronta respuesta."
ACCOUNTING,MEDIUM,DE,Employee Inquiries::Accounting::Supplier Invoices,Update auf Software-Version angefragt,"Sehr geehrtes Support-Team, unser aktuell genutztes System scheint einen Bug zu haben, der immer auftritt, wenn wir auf eine bestimmte Transaktion zugreifen. Jahrelang war alles in Ordnung, nun benötigen wir zeitnah ein Update auf die neueste Version. Zudem hätten wir gerne dazu die aktuellste Rechnung. Konnten Ihre letzten Mails diesbezüglich vielleicht nicht zugestellt werden. Mit den besten Grüßen, Max Mustermann"
HARDWARE,LOW,EN,Grid Antenna,Note of Upgrade for Grid Antenna,"Hello, I noticed a small issue with my current Grid Antenna system. There is no urgency, but an update might help. Can you provide a potential upgrade offer?"
SOFTWARE,LOW,ES,Strikingly,Consulta sobre cambio en la próxima factura,"Hola equipo, ¿sería posible que en mi próxima factura incluyan el nombre "
SOFTWARE,MEDIUM,EN,Amazon Advertising,Bug reported in Amazon Advertising software,"Hi Support Team, I'm writing to report a minor bug in the Amazon Advertising software. Recently, I've noticed that some ads are not displaying correctly. Could you please look into this issue? My account number is 534892. Additionally, can you provide an invoice for the latest transaction? Thanks in advance, Jane"
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Legal Inquiries,Software Upgrade Inklusive– Rechnung benötigt,"Dear support team, we have recently upgraded to your latest accounting software version and noticed a small bug on the invoicing module. Could you please assist us in fixing this and send a detailed invoice for this upgrade? Thank you in advance."
SOFTWARE,LOW,ES,Investment Management,Cambio en la factura y posible actualización,"Hola equipo, he notado un pequeño error en el nombre de la empresa en mi factura reciente. ¿Podríais corregirlo para futuras facturas? Además, aunque no es urgente, quisiera saber si necesitáis alguna actualización para mi software de Investment Management. Gracias y buen día."
SOFTWARE,HIGH,DE,Environmental Management,Hilfe! Environmental Management Software startet nicht,"Sehr geehrtes Support-Team, unsere „Environmental Management”-Software startet seit heute Morgen nicht mehr. Wir sind auf das Tool angewiesen, um wichtige Abgleichungen vorzunehmen. Wir bitten um sofortige Unterstützung insbesondere im Hinblick auf anstehende Projektfristen. Vielen Dank!"
SOFTWARE,MEDIUM,DE,SMS Marketing,Probleme mit SMS Marketing Version 2.1.5,"Hallo Support-Team, ich habe vor kurzem auf die Version 2.1.5 von SMS Marketing aktualisiert und nun habe ich permanente Login-Probleme. Benötige dringend Unterstützung, um dieses Problem zu beheben. Vielen Dank im Voraus."
ACCOUNTING,MEDIUM,ES,Employee Inquiries::IT Support::Access Rights,Solicitud de desarrollo de software y derechos de acceso,"Hola, soy nuevo cliente y necesito una oferta para el desarrollo de una nueva aplicación para gestión interna. Además, me he dado cuenta de que algunos de mis empleados no tienen los derechos de acceso necesarios en nuestro sistema IT. Nos podrían ayudar también con esto? Muchas gracias."
SOFTWARE,LOW,DE,FileMaker,Mögliche Aktualisierung und Interesse bezüglich FileMaker,"Liebes Support Team, ich hoffe euch geht es gut. Ich benutze FileMaker für mein Team und frage mich, ob vielleicht ein frisches Update verfügbar ist, das uns noch besser nutzen könnte. Zudem würde ich gerne unsere Firmenadresse auf der Rechnung leicht anpassen, wenn möglich. Danke sehr!"
HARDWARE,LOW,ES,Action-Kamera,Consulta sobre posible actualización para Action-Kamera,"Buen día equipo de soporte, he estado usando mi Action-Kamera y está funcionando bien. Sin embargo, estuve pensando que tal vez necesitaría una actualización menor. También me preguntaba si en mi próxima factura podrían cambiar el nombre de la empresa. No es urgente, gracias de antemano."
SOFTWARE,HIGH,DE,Nero Burning ROM,Nero Burning ROM startet nicht – dringend,"Hilfe, mein Nero Burning ROM startet plötzlich nicht mehr! Ich nutze es täglich für Kundenprojekte und brauche dringend eine Lösung. Können Sie mir bitte schnell helfen?"
SOFTWARE,HIGH,EN,WordPress,URGENT: WordPress Site Hacked - Immediate Action Needed,"Hello Support Team, 
My WordPress website was hacked and I completely lost access. I can't afford extended downtime and need this resolved ASAP as my business relies on this site for daily operations. I tried restoring from a backup, but it didn’t work. Could you please assist urgently? 
Client ID: 45329512"
ACCOUNTING,LOW,DE,Customer Inquiries::Returns,Rechnungsempfang – Kleine Anpassung benötigt,"Liebes Support-Team, ich hoffe, es geht Ihnen gut. Können Sie bitte bei meiner nächsten Rechnung die Firmenbezeichnung von Heilschrift GmbH auf Heinrich Michel GmbH ändern? Kein Stress, wenn es Zeit braucht. Ein weiteres Update wäre für mein System eventuell hilfreich."
HARDWARE,MEDIUM,EN,Inkjet Printer,XYZ-310 Inkjet Printer misbehaving,"Dear Support Team, my XYZ-310 Inkjet Printer sometimes skips lines when printing documents. I tried reinstalling the print drivers but the issue remains. Could you assist?"
HARDWARE,LOW,EN,Xbox Wireless Controller,Request for Minor Change in Xbox Controller,"Dear Support Team, I recently received my Xbox Wireless Controller, and it works perfectly. However, could you please issue the next invoice under the company name 'GammaTech Inc.'? Furthermore, could you quote an update option? No rush."
SOFTWARE,MEDIUM,EN,Pluralsight,Pluralsight Software Bug,"Hello Support, I recently encountered a bug in the new Pluralsight update where the video player freezes randomly. Can you please investigate this issue and let me know once it gets fixed? Thanks."
HARDWARE,MEDIUM,FR,Combiner,Combiner présente un bug - mise à jour demandée,"Bonjour Support,
J'utilise le Combiner acheté récemment et j'ai remarqué un bug lors du fonctionnement prolongé. Le panneau de contrôle se fige après quelques heures. Pourriez-vous m'aider avec une solution ou une mise à jour? Merci d'avance et bonne journée!
Jean."
SOFTWARE,MEDIUM,EN,WestHost,WestHost Inquiry: Bug in New Software Update,I've noticed a small bug after updating to the latest version. Can you assist with this issue?
SOFTWARE,LOW,DE,Compound,Kleiner Fehler in Compound Software,"Hallo, ich habe einen kleinen Fehler in der Compound Software bemerkt, nichts Dringendes. Für die nächste Rechnung könnte mein Unternehmensname geändert werden? Eventuell wäre auch ein Update sinnvoll. Vielen Dank!"
SOFTWARE,LOW,EN,YouTube Analytics,Possible Update for YouTube Analytics,"Hello, I'm considering an update for my YouTube Analytics software. Could you suggest if any new versions are available? No rush. Thanks!"
SOFTWARE,LOW,DE,Cash Management,Kleinere Frage zur Cash Management Software,"Sehr geehrtes Supportteam, ich nutze Ihre Software Cash Management und habe eine klein beiträchtliche Frage, für meine nächste Rechnung: Können Sie bitte den Unternehmensname auf K+J Nutzverwaltung GmbH ändern? Vielen Dank im Voraus für Ihre Unterstützung. Beste Grüße, Franz Keiler"
SOFTWARE,HIGH,DE,TYPO3,TYPO3 Backend nicht erreichbar - Soforthilfe benötigt,"Hallo Support-Team, unser TYPO3-Backend ist plötzlich nicht mehr erreichbar, wir erhalten nur einen 500er-Fehler. Unser Shop-System hängt an der Webseite, wir verlieren aktuell Umsätze. Dringende Behebung benötigt! Bestellnummer: SOFT-34211. Vielen Dank!"
SOFTWARE,LOW,EN,Toshiba,Inquiry on Future Billing - Company Name Change,"Hello support team, I hope this message finds you well. I wanted to inquire if it's possible to have an updated company name on my future invoice statements. Our business recently rebranded to 'Nova Innovations'. It isn't urgent but any assistance would be appreciated. Best regards, Alex"
ACCOUNTING,MEDIUM,ES,Employee Inquiries::Accounting,Actualización a nueva versión del software,"Buenos días, Tengo un error en mi dispositivo y quería solicitar una actualización a la última versión del software. ¿Pueden enviarme la factura?"
HARDWARE,MEDIUM,EN,Lenovo ThinkPad X1 Carbon,Issue with Lenovo ThinkPad X1 Carbon keyboard responsiveness,I've been facing a slight issue with the keyboard responsiveness on my Lenovo ThinkPad X1 Carbon. Some keys occasionally lag. Could you please look into this for me?
ACCOUNTING,HIGH,ES,Employee Inquiries::Staff Development,Dispositivo bloqueado por eventos de seguridad recientes,"Hola, mi dispositivo se volvió inaccesible después de un reciente evento de seguridad. Necesito urgentemente acceder a mi herramienta para el trabajo, ¿podrían solucionar este problema y desbloquear mi cuenta pronto? Saludos."
SOFTWARE,HIGH,ES,Voting Software,Software de Votación: Actualización urgente de seguridad requerida,"Hola equipo de soporte, hemos detectado una vulnerabilidad seria en la versión actual de nuestra Software de Votación. Necesitamos urgentemente un parche o actualización de seguridad para proteger nuestros datos. Los votantes no pueden acceder al sistema hasta que esto se resuelva. Gracias por su pronta atención."
SOFTWARE,MEDIUM,DE,Final Cut Pro X,Final Cut Pro X – Wunsch auf Software-Update,"Guten Tag, ich nutze Final Cut Pro X und wollte mich erkundigen, ob es in naher Zukunft ein neues Software-Update dafür geben wird. Mir ist außerdem ein kleiner Bug in der aktuellen Version aufgefallen, der Crashs verursacht. Vielen Dank im Voraus!"
SOFTWARE,MEDIUM,EN,Magento 2.4,Complaint: Unresponded Emails and Matching Magento 2.4 Bug,"Dear Support Team, My name is John Carter, customer ID 1894537. I've sent a few emails over the past two weeks regarding an issue in our Magento 2.4 setup but haven’t received a response yet. The problem causes product listing issues intermittently. Could you please update Magento to the latest version and verify this bug being fixed? Sincerely, John Carter"
ACCOUNTING,LOW,ES,Customer Inquiries::Payments,Cambio de nombre en la próxima factura,"Hola equipo, recientemente noté un pequeño error en suscripciones fallidas de mi software. Ya que no es urgente, me preguntaba si podrían poner el nombre 'Innovaciones Sol Naciente S.A.' en la próxima factura. Gracias por su excelente trabajo. Podría necesitar una oferta nueva pronto."
SOFTWARE,LOW,EN,Training Software,Update Inquiry for Training Software,"Hello, I was wondering if there's an available update for the Training Software I'm using? My system could maybe use an upgrade. Also, could the next invoice list 'Training Programs LLC' instead? Thanks!"
SOFTWARE,HIGH,ES,Kajabi,URGENTE: Kajabi no funciona después de la actualización,"Después de la última actualización, Kajabi no funciona."
SOFTWARE,MEDIUM,ES,Chainlink,Actualización a la nueva versión de Chainlink con error detectado,"Hola equipo, He actualizado mi software Chainlink a la última versión y he notado un problema menor: al abrir ciertos archivos, da un error desconocido. ¿Podrían revisar este error y proporcionar una solución? Gracias de ante mano. Saludos, Cliente #44729"
ACCOUNTING,HIGH,EN,Customer Inquiries::Complaints,Billing Error - Urgent Correction Needed,"Dear Team, my Apple software was hacked and I urgently need an emergency correction to resolve the billing error caused by it. Please assist me immediately."
SOFTWARE,HIGH,ES,Trust Wallet,Trust Wallet - Problema grave con acceso,"Hola equipo de soporte, no puedo acceder a mi cuenta en Trust Wallet. He intentado restablecer mi contraseña, pero no funciona. Necesito acceso urgente por motivos de seguridad y transacciones importantes."
SOFTWARE,HIGH,EN,SAP Business Suite,URGENT: Hacked - Immediate Help Required for SAP Business Suite,"Hi Team,

I need immediate assistance. Our SAP Business Suite system seems to have been compromised by a hacker. We are unable to access any modules and my work has come to a complete halt. This is critical for our operations, and we need it resolved ASAP. Please prioritize this issue. Thanks."
SOFTWARE,LOW,FR,EHS Software,Modification mineure dans la facture,"Bonjour, pourrais-je demander une petite modification sur ma prochaine facture pour inclure le nouveau nom de notre entreprise? Merci d'avance pour votre aide."
SOFTWARE,LOW,ES,Cloud Security,Pregunta sobre posible actualización de Cloud Security,"Hola equipo de soporte, me encanta usar su software Cloud Security. Estoy pensando en posiblemente actualizar a una versión más nueva, aunque no es urgente. Además, me preguntaba si en mi próxima factura podrían añadir nuestro nuevo nombre de empresa: Tecnologías Áurea. ¡Gracias de antemano! Saludos, José"
ACCOUNTING,MEDIUM,ES,Customer Inquiries,Factura solicitada para el último pedido,"Estimado equipo de soporte, necesito una factura para mi último pedido en su plataforma. Además, he encontrado un pequeño error en su aplicación. El botón de 'Enviar' no siempre funciona correctamente. Les agradecería si pudieran revisar ambos problemas y proporcionar una pronta solución. Gracias de antemano por su ayuda."
SOFTWARE,HIGH,EN,Live Chat,Urgent! Live Chat not connecting - Need immediate resolution,Our Live Chat service isn't connecting for users. We need it functional ASAP due to high client engagement today.
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Staff Development::Career Counseling,Career Counseling Inquiry Needed,"Dear Support Team, I am an employee of ABC Corp and seeking guidance on career development and counseling options available with our company. I have not been able to find relevant information on the internal portal and would appreciate detailed assistance on available programs and procedures to utilize these offerings. Thank you for your help, looking forward to your response."
SOFTWARE,HIGH,EN,Deep Learning,URGENT: Deep Learning software issue - Unable to launch,"Hi Support Team, I urgently need assistance with my Deep Learning software. It suddenly crashed and won't start up again. I'm currently working on a critical project with a tight deadline and need it resolved immediately. Please contact me ASAP as my work is on hold due to this."
SOFTWARE,HIGH,EN,HostMonster,Urgent: Critical issue with HostMonster unable to access,"Hello, I'm unable to login to my HostMonster account, and I fear I've been hacked. This needs immediate attention as it's hosting my company's main website. Please assist me urgently in securing and recovering my account."
SOFTWARE,MEDIUM,EN,Private Equity Software,Bug Report in Private Equity Software v.2.1,"Dear Support Team, I’ve been using your Private Equity Software v.2.1 and noticed a small bug when importing Excel files. Sometimes the data is misaligned. Could you please look into this issue? Also, could you provide details on the next update's release? Thank you!"
ACCOUNTING,LOW,EN,Customer Inquiries::Praise,Possible update required for my invoice - No rush!,"Hi Team,

I've noticed a small detail on my recent invoice  #INV1234567: the company name is listed incorrectly. It's supposed to be ACME Corp, but it's shown as ACME Points. There's no immediate urgency, just whenever it's convenient. Also, curious if there are any updates available for the accounting software.

Thanks!
John Doe"
SOFTWARE,LOW,FR,UCM6200 series,Question sur la prochaine facturation,"Bonjour, je souhaite savoir s'il est possible de modifier le nom de notre entreprise sur la prochaine facture pour refléter notre nouvelle raison sociale. De plus, je voudrais que vous considériez également un éventuel mis-à-jour pour notre série UCM6200."
SOFTWARE,MEDIUM,DE,BlueJeans,Was ist der Preis für eine Software-Entwicklung?,"Hallo liebes Team, ich würde mich gerne nach einem Angebot für eine Software-Entwicklung durch ihr Haus erkundigen. Wir interessieren uns für die Entwicklung von Erweiterungen und Anpassungen für Ihre BlueJeans-Software. Können Sie uns ein detailliertes Angebot unterbreiten? Beste Grüße, Ahmed"
ACCOUNTING,LOW,ES,Customer Inquiries::Feedback,Solicitud de actualización de factura,"Hola equipo, Quería ver la posibilidad de que la próxima factura incluya el nombre de nuestra empresa actualizado. Actualmente no es urgente, pero sería conveniente realizar este ajuste, ¿sería posible? Gracias por su atención."
ACCOUNTING,MEDIUM,EN,Employee Inquiries::Technical::Software Issues,Query on Custom Software Proposal,"Hi Team, I'm interested in getting custom software developed by your firm. Could you please provide me with an estimate for a project? Length: approximately 6 months. Tech stack: Java & AWS. Awaiting your response."
SOFTWARE,LOW,ES,Shipping Software,¿Cambio en mi próxima factura?,"Hola equipo de soporte, ¿Pueden agregar el nombre empresarial 'Logística AV' en mi próxima factura? También me interesa saber si está disponible la nueva actualización de la Shipping Software que usamos. No tenemos prisa, pero sería bueno mantenernos al día. ¡Gracias!"
SOFTWARE,LOW,DE,PancakeSwap V2,Kundenkennzeichnung in neuer Rechnung anpassen?,"Guten Tag liebes Support Team, ich hoffe, Ihnen geht es gut. Ich have eine kleine Anfrage, ob es möglich ist, bei meiner nächsten Rechnung für die Verwendung von PancakeSwap V2 einen anderen Unternehmensname anzugeben? Ich habe es nicht eilig damit, aber ich wollte es schon mal anfragen. Freundlicher Gruß."
SOFTWARE,MEDIUM,EN,Landen,Bug noticed in Landen - deriv.sync issue,"Hi there, I've noticed a bug in the latest version of Landen. Whenever I run deriv.sync, the application stalls. Could you please check this? Additionally, I expect the regular invoice for my subscription to be sent to my updated billing address. Thanks!"
SOFTWARE,MEDIUM,DE,Canadian Web Hosting,Angebotsanfrage - Software-Entwicklung,"Hallo, ich interessiere mich für die Entwicklung individueller Software-Lösungen mit Canadian Web Hosting. Angebot möglich?"
HARDWARE,MEDIUM,DE,Magnetometer,Probleme mit Magnetometer,Wir haben ein Magnetometer von Ihrem Unternehmen im Einsatz. Leider funktioniert die Nullpunkt-Kalibrierung nicht korrekt. Können Sie dabei helfen?
HARDWARE,HIGH,EN,E-Reader,Urgent: E-Reader Not Powering On – Immediate Assistance Required,"Dear Support Team, I recently purchased an E-Reader from your store which I rely on for daily work. However, it has suddenly stopped powering on. I have followed all troubleshooting steps available online but nothing works. I need this device for an upcoming essential presentation. Could you please assist me urgently as soon as possible? Thank you, Jonathan M Richard. Order# 98765432"
HARDWARE,HIGH,EN,VR-Controller,URGENT: VR-Controller won't power on!,"Hi Support Team, I recently bought VR-Controllers from you and suddenly they won’t power on. I've tried charging them and resetting, but nothing works! Could you help urgently as I need them for a live demo?"
SOFTWARE,HIGH,ES,DigitalOcean,Acceso denegado a la cuenta de DigitalOcean,No puedo acceder a mi cuenta de DigitalOcean. Aparece un mensaje de acceso denegado y necesito urgentemente trabajar en mis servidores.
SOFTWARE,HIGH,ES,Angel Investing,Software Angel Investing - Acceso denegado,"Hola, no puedo acceder a mi software Angel Investing. Necesito urgentemente para finalizar proyectos importantes. ¿Podrían ayudarme?"
HARDWARE,HIGH,EN,eSATA Cable,eSATA Cable Issue - Unable to Access Data,"Hello Support Team,
I recently purchased an eSATA cable from your website for my external hard drive. The connection seems fine, but my system isn't recognizing the hard drive and now I can't access critical work files. I’ve tried with another cable, and it works, so it seems faulty. I need this resolved urgently as I depend on this data for ongoing projects.
Regards,
Customer 567234"
HARDWARE,MEDIUM,DE,DAS,DAS Gerät funktioniert unregelmäßig,"Guten Tag,
Ich habe vor kurzem das DAS Gerät bei Ihnen erworben und mir ist aufgefallen, dass es gelegentlich nicht wie erwartet funktioniert. Oftmals reagiert es nicht auf meine Eingaben. Können Sie ein Update zur Verfügung stellen oder mir helfen, das Problem zu beheben?
Vielen Dank!"
SOFTWARE,MEDIUM,ES,Task Management,Error al utilizar Task Management en la versión actual,"Hola, equipo de soporte. Estoy experimentando un error constantemente al utilizar su software Task Management. Me he percatado de que algunas tareas asignadas desaparecen de mi lista sin previo aviso. Pueden dar un vistazo y confirmarme si hay una actualización solventando esto? Me urge saberlo debido a nuestros proyectos en curso. Gracias."
SOFTWARE,MEDIUM,EN,Arvixe,Arvixe Software Update & Bug Report,"Dear Support Team,

I would like to request an update for the Arvixe software. I've recently encountered a minor bug where the interface freezes intermittently. While it's not mission-critical, it does disrupt my work flow occasionally. Additionally, I'd appreciate if you could include this in my next scheduled update and provide a detailed invoice for the same.

Thank you,
Customer #56921"
ACCOUNTING,MEDIUM,EN,Customer Inquiries::Security Inquiries,Security Bug in New Update,"Dear Support, after updating our software, we've encountered a small security bug. Could you please provide a workaround or patch for this issue? Thanks."
SOFTWARE,HIGH,DE,Incident Management,Incident Management - Startprobleme nach Update,"Hallo, nach dem letzten Update kann ich Incident Management nicht mehr starten. Erhalte ständig Fehlermeldungen und mein Team kann nicht darauf zugreifen. HILFE!"
SOFTWARE,HIGH,ES,Backup Software,Problema grave - La Software de Respaldo no funciona,"Hola equipo de soporte, necesito urgentemente ayuda con la Software de Respaldo. Necesito acceder a copias de seguridad críticas, pero la aplicación no arranca. Agradecería asistencia inmediata para resolver esto. Cliente ID: 894561."
ACCOUNTING,LOW,ES,Employee Inquiries::Legal Inquiries::Labor Law,Solicitud de Factura: Modificación de Nombre del Empresa,"Hola, me gustaría saber si es posible cambiar el nombre de mi empresa en la próxima factura. Además, ¿es posible recibir una cotización actualizada, aunque no sea urgente? Agradecería cualquier tipo de orientación. También quisiera considerar una eventual actualización del sistema. ¡Gracias!"
SOFTWARE,MEDIUM,ES,Perl 5.32,Error en Perl 5.32 - Problema al ejecutar script,"Hola, he encontrado un bug en Perl 5.32 al ejecutar mi script. ¿Podrían ayudarme a resolverlo?"
ACCOUNTING,MEDIUM,DE,Customer Inquiries,Rechnung für Software-Upgrade Februar Anforderung,"Guten Tag, ich benötige dringend eine Rechnung für das Software-Upgrade, das wir im Februar durchgeführt haben. Die Adresse auf allen Dokumenten sollte auf Musterstraße 50, 12345 Musterstadt geändert werden. Bitte schicken Sie die Rechnung per E-Mail an unseren Buchhaltungsdienst. Danke!"
HARDWARE,HIGH,FR,AV-Receiver,Plus d'alimentation - AV-Receiver,J'ai un AV-Receiver récent et maintenant il ne s'allume plus du tout. Ce soir j'ai un événement où je dois absolument l'utiliser. Appuyer sur le bouton d'alimentation ne résout rien. Besoin d'aide urgente !
HARDWARE,HIGH,EN,Smart-Reiskocher,URGENT – Smart Rice Cooker won't start,"Dear support team, my smart rice cooker won't turn on and I need it for a large family gathering tonight. I've checked the power supply and everything seems fine. Please assist ASAP!"
ACCOUNTING,HIGH,FR,Employee Inquiries::Legal Inquiries,Besoin urgent d'une copie de facture,"Bonjour, je m'appelle François Duret, client numéro 542718. J'ai besoin d'une copie urgente de ma facture pour le produit QuickBooks 12.7 pour des raisons légales. Sans cette facture, je risque des complications avec mon contrôle fiscal. Merci de m'envoyer la facture dès que possible. Cordialement, François Duret"
HARDWARE,LOW,FR,Security Camera,Changement de nom sur la facture pour caméra de sécurité,"Bonjour, pourriez-vous le nom d’entreprise sur la prochaine facture pour ma caméra de sécurité changer ?"
SOFTWARE,LOW,DE,SMS Marketing,Kleine Änderung bei Adresse Rechnung,Könnt ihr meine neue Adresse auf die nächste Rechnung schreiben?
SOFTWARE,HIGH,FR,Firebase,Sécurité critique: problème avec Firebase,"Bonjour, J'ai détecté une grave faille de sécurité dans Firebase qui pourrait potentiellement permettre des violations de données. C'est urgent et nous avons absolument besoin de cette plateforme pour notre application en production. Pouvez-vous nous fournir un correctif dès que possible? Merci."
HARDWARE,MEDIUM,EN,Mesh-WLAN-System,Mesh Wi-Fi System frequently disconnecting,"Hello Support Team, I've been experiencing frequent disconnections with my Mesh Wi-Fi System over the past few weeks. The signal drops randomly and it takes a while to reconnect. I suspect there may be a hardware issue. Could you please provide guidance on how we can troubleshoot and fix this? Regards, Mark Johnson"
HARDWARE,MEDIUM,ES,Mikrofon,Problema con el micrófono no captando bien el sonido,"Hola equipo de soporte, desde hace una semana nuestro micrófono no está captando bien el sonido, se escucha distorsionado y con mucho ruido de fondo. Hablamos del modelo XY900. Necesitamos vuestra ayuda para identificar y solucionar el problema cuanto antes. Es urgente porque afecta nuestras llamadas diarias. Gracias."
